id,Name,trN,trN,Entity ID,Number of positions,Track length,Start time,End time,Duration (second),Duration (minutes),Duration (hours),Hour (start),Hour (end)
131709,131709,3998,12378,253169,6,7.860501868554423,04/04/2007 06:07:25,04/04/2007 06:38:04,1839,30.65,0.5108333,6,6
131742,131742,3999,12382,253183,19,14.331619381108526,04/04/2007 05:51:18,04/04/2007 06:33:53,2555,42.583332,0.7097222,5,6
131831,131831,4000,12388,253518,19,10.671142761846296,04/04/2007 06:44:52,04/04/2007 07:04:33,1181,19.683332,0.32805553,6,7
131842,131842,4001,12389,253542,4,4.427804294537768,04/04/2007 05:33:00,04/04/2007 05:46:42,822,13.7,0.22833332,5,5
131944,131944,4002,12395,253949,4,4.547955332239431,04/04/2007 05:12:33,04/04/2007 05:29:36,1023,17.05,0.28416666,5,5
131956,131956,4003,12397,253953,4,4.6979949520858,04/04/2007 07:39:24,04/04/2007 07:54:05,881,14.683333,0.24472222,7,7
132030,132030,4004,12401,253991,3,5.411940343530612,04/04/2007 05:52:48,04/04/2007 06:08:39,951,15.85,0.26416668,5,6
132121,132121,4005,12411,254069,7,8.766518227467756,04/04/2007 06:55:11,04/04/2007 07:12:52,1061,17.683332,0.2947222,6,7
132236,132236,4006,12424,254424,4,3.514978464028431,04/04/2007 05:20:51,04/04/2007 05:35:54,903,15.05,0.25083333,5,5
132261,132261,4007,12425,254444,7,8.722378565203096,04/04/2007 05:51:48,04/04/2007 06:26:46,2098,34.966667,0.5827778,5,6
132262,132262,4008,12426,254444,6,3.708735716075839,04/04/2007 09:00:42,04/04/2007 09:31:16,1834,30.566668,0.5094445,9,9
132281,132281,4009,12428,254471,7,10.909182244119823,04/04/2007 05:35:01,04/04/2007 06:14:17,2356,39.266666,0.65444446,5,6
132282,132282,4010,12429,254471,4,5.256105533801259,04/04/2007 06:55:58,04/04/2007 07:06:15,617,10.283334,0.1713889,6,7
132337,132337,4011,12435,254498,32,28.006584660555877,04/04/2007 10:18:22,04/04/2007 10:52:48,2066,34.433334,0.5738889,10,10
132350,132350,4012,12438,254529,14,5.79714947263865,04/04/2007 06:02:55,04/04/2007 06:20:09,1034,17.233334,0.28722224,6,6
132351,132351,4013,12439,254529,17,7.735907987773715,04/04/2007 06:50:12,04/04/2007 07:08:32,1100,18.333334,0.30555555,6,7
132368,132368,4014,12441,254595,3,3.198499201215316,04/04/2007 06:49:25,04/04/2007 06:59:03,578,9.633333,0.16055556,6,6
132407,132407,4015,12442,254626,31,12.907978861254318,04/04/2007 07:35:49,04/04/2007 08:03:03,1634,27.233334,0.4538889,7,8
132427,132427,4016,12444,254637,4,5.317780347690826,04/04/2007 08:30:08,04/04/2007 08:36:36,388,6.4666667,0.10777778,8,8
132428,132428,4017,12445,254637,4,5.268709367647975,04/04/2007 09:40:20,04/04/2007 09:49:50,570,9.5,0.15833333,9,9
132458,132458,4018,12449,254653,9,12.138065031534335,04/04/2007 05:27:58,04/04/2007 05:56:57,1739,28.983334,0.48305556,5,5
132593,132593,4019,12455,254871,4,3.428296913154782,04/04/2007 05:44:23,04/04/2007 05:57:48,805,13.416667,0.22361112,5,5
132620,132620,4020,12460,254889,33,16.030499127475785,04/04/2007 05:59:50,04/04/2007 06:58:37,3527,58.783333,0.9797222,5,6
132621,132621,4021,12461,254889,15,6.847621096527368,04/04/2007 10:43:58,04/04/2007 10:51:20,442,7.366667,0.12277778,10,10
132689,132689,4022,12468,254996,31,4.735286872009169,04/04/2007 07:03:26,04/04/2007 07:48:46,2720,45.333332,0.7555555,7,7
132706,132706,4023,12470,255062,5,6.237531324576729,04/04/2007 09:23:32,04/04/2007 09:35:17,705,11.75,0.19583334,9,9
132707,132707,4024,12471,255062,4,4.584885589107578,04/04/2007 10:10:55,04/04/2007 10:20:12,557,9.283334,0.15472223,10,10
132720,132720,4025,12472,255084,21,11.534315867974552,04/04/2007 05:05:51,04/04/2007 05:47:12,2481,41.35,0.68916667,5,5
132756,132756,4026,12477,255103,6,8.446852593316635,04/04/2007 06:14:58,04/04/2007 06:39:06,1448,24.133333,0.40222222,6,6
132808,132808,4027,12483,255162,8,6.457394825550971,04/04/2007 05:52:46,04/04/2007 06:49:24,3398,56.633335,0.9438889,5,6
132809,132809,4028,12484,255162,9,6.918646196053378,04/04/2007 09:58:03,04/04/2007 10:43:21,2718,45.3,0.755,9,10
132830,132830,4029,12485,255182,4,3.0719609269508545,04/04/2007 05:50:48,04/04/2007 06:01:29,641,10.683333,0.17805555,5,6
132860,132860,4030,12489,255333,20,6.544922701621743,04/04/2007 10:15:23,04/04/2007 10:25:30,607,10.116667,0.16861111,10,10
132874,132874,4031,12492,255340,22,18.613602318567096,04/04/2007 06:21:01,04/04/2007 06:58:47,2266,37.766666,0.6294444,6,6
132888,132888,4032,12493,255378,59,20.04388776831926,04/04/2007 07:38:07,04/04/2007 08:09:53,1906,31.766666,0.52944446,7,8
132897,132897,4033,12495,255426,44,16.050180917037803,04/04/2007 07:44:55,04/04/2007 08:57:11,4336,72.26667,1.2044445,7,8
132917,132917,4034,12499,255438,34,11.638785577451527,04/04/2007 06:47:20,04/04/2007 07:07:44,1224,20.4,0.34,6,7
132956,132956,4035,12503,255518,4,4.960187052227531,04/04/2007 07:34:34,04/04/2007 07:51:57,1043,17.383333,0.28972223,7,7
132972,132972,4036,12505,255588,5,4.194711965433234,04/04/2007 07:23:03,04/04/2007 07:53:59,1856,30.933332,0.51555556,7,7
133070,133070,4037,12507,255714,11,11.446243078739482,04/04/2007 05:36:53,04/04/2007 06:37:43,3650,60.833332,1.0138888,5,6
133106,133106,4038,12510,255806,68,22.81612100816087,04/04/2007 07:47:19,04/04/2007 08:24:10,2211,36.85,0.6141666,7,8
133122,133122,4039,12512,255836,16,15.827505878058767,04/04/2007 07:39:50,04/04/2007 09:43:08,7398,123.3,2.055,7,9
133123,133123,4040,12513,255836,16,16.040161528851556,04/04/2007 10:18:40,04/04/2007 10:34:04,924,15.4,0.25666666,10,10
133166,133166,4041,12519,255906,41,17.99965327288695,04/04/2007 07:16:51,04/04/2007 07:39:54,1383,23.05,0.38416666,7,7
133178,133178,4042,12520,255931,6,5.619438884292653,04/04/2007 08:09:28,04/04/2007 09:00:50,3082,51.366665,0.8561111,8,9
133179,133179,4043,12521,255931,4,3.3895875228791907,04/04/2007 09:46:46,04/04/2007 10:10:13,1407,23.45,0.39083335,9,10
133191,133191,4044,12523,255973,5,5.74037672170831,04/04/2007 05:54:48,04/04/2007 06:21:13,1585,26.416666,0.44027776,5,6
133229,133229,4045,12527,256003,29,22.00683188859737,04/04/2007 05:48:38,04/04/2007 06:11:29,1371,22.85,0.38083333,5,6
133289,133289,4046,12531,256041,6,5.429437760917198,04/04/2007 05:55:13,04/04/2007 06:17:24,1331,22.183332,0.36972222,5,6
133353,133353,4047,12534,256091,24,13.864331818780949,04/04/2007 05:11:01,04/04/2007 07:11:50,7249,120.816666,2.013611,5,7
133354,133354,4048,12535,256091,17,14.473485268431629,04/04/2007 07:46:56,04/04/2007 08:22:35,2139,35.65,0.5941667,7,8
133355,133355,4049,12536,256091,21,5.571037514824853,04/04/2007 09:20:59,04/04/2007 09:37:06,967,16.116667,0.2686111,9,9
133384,133384,4050,12541,256111,104,25.963366661191202,04/04/2007 05:17:02,04/04/2007 06:14:38,3456,57.6,0.96,5,6
133385,133385,4051,12542,256111,16,16.358779822239747,04/04/2007 07:15:29,04/04/2007 07:56:48,2479,41.316666,0.6886111,7,7
133528,133528,4052,12547,256501,4,3.962751832193517,04/04/2007 06:50:24,04/04/2007 07:10:08,1184,19.733334,0.3288889,6,7
133541,133541,4053,12549,256599,81,32.54411775968627,04/04/2007 05:55:10,04/04/2007 06:39:58,2688,44.8,0.74666667,5,6
133549,133549,4054,12550,256617,5,5.196662180163879,04/04/2007 07:05:12,04/04/2007 07:47:28,2536,42.266666,0.70444447,7,7
133567,133567,4055,12552,256625,9,10.216470379890708,04/04/2007 08:39:02,04/04/2007 09:03:20,1458,24.3,0.405,8,9
133597,133597,4056,12558,256632,59,15.411877794717666,04/04/2007 05:16:47,04/04/2007 05:49:21,1954,32.566666,0.5427778,5,5
133630,133630,4057,12560,256675,57,24.484146554316496,04/04/2007 06:11:31,04/04/2007 06:52:48,2477,41.283333,0.6880556,6,6
133652,133652,4058,12563,256687,7,8.791309753081796,04/04/2007 05:48:17,04/04/2007 06:10:58,1361,22.683332,0.37805554,5,6
133675,133675,4059,12565,256696,36,15.424037551218447,04/04/2007 06:14:11,04/04/2007 07:01:00,2809,46.816666,0.7802778,6,7
133730,133730,4060,12572,256881,7,8.044511112795613,04/04/2007 05:56:39,04/04/2007 06:19:58,1399,23.316668,0.38861114,5,6
133814,133814,4061,12580,257046,5,5.022460463734839,04/04/2007 07:17:34,04/04/2007 07:30:38,784,13.066667,0.21777777,7,7
133868,133868,4062,12585,257076,4,3.764927839740566,04/04/2007 06:38:23,04/04/2007 06:55:13,1010,16.833334,0.28055558,6,6
133898,133898,4063,12589,257102,13,20.609350777760852,04/04/2007 06:25:55,04/04/2007 07:21:25,3330,55.5,0.925,6,7
133899,133899,4064,12590,257102,13,21.36764253865474,04/04/2007 09:04:23,04/04/2007 09:33:30,1747,29.116667,0.48527777,9,9
133915,133915,4065,12591,257106,8,6.451090478723586,04/04/2007 08:31:03,04/04/2007 09:32:55,3712,61.866665,1.0311111,8,9
133916,133916,4066,12592,257106,4,4.166060585841283,04/04/2007 10:25:54,04/04/2007 10:43:34,1060,17.666666,0.29444444,10,10
133964,133964,4067,12596,257115,4,4.243153937951263,04/04/2007 05:43:29,04/04/2007 06:16:20,1971,32.85,0.54749995,5,6
133965,133965,4068,12597,257115,9,4.065927732708183,04/04/2007 07:21:27,04/04/2007 08:33:42,4335,72.25,1.2041667,7,8
133992,133992,4069,12599,257130,10,18.16171434544024,04/04/2007 07:07:18,04/04/2007 07:41:45,2067,34.45,0.57416666,7,7
134003,134003,4070,12601,257133,8,9.15697511966173,04/04/2007 06:39:57,04/04/2007 07:08:04,1687,28.116667,0.46861112,6,7
134045,134045,4071,12603,257164,13,16.928167397985103,04/04/2007 08:46:32,04/04/2007 10:04:30,4678,77.96667,1.2994444,8,10
134087,134087,4072,12605,257289,9,10.121803936597326,04/04/2007 06:16:01,04/04/2007 07:03:52,2871,47.85,0.79749995,6,7
134117,134117,4073,12608,257355,10,15.277768692722347,04/04/2007 05:42:28,04/04/2007 06:34:28,3120,52.0,0.8666667,5,6
134137,134137,4074,12611,257364,10,5.761948295912778,04/04/2007 10:00:28,04/04/2007 10:58:00,3452,57.533333,0.9588889,10,10
134169,134169,4075,12615,257501,7,9.423004499678584,04/04/2007 08:54:57,04/04/2007 09:20:49,1552,25.866667,0.43111113,8,9
134237,134237,4076,12617,257506,10,13.110563215973274,04/04/2007 07:25:57,04/04/2007 08:09:08,2591,43.183334,0.7197222,7,8
134258,134258,4077,12620,257551,13,25.205672959395624,04/04/2007 05:25:29,04/04/2007 06:09:23,2634,43.9,0.7316667,5,6
134273,134273,4078,12622,257608,5,4.602644862212219,04/04/2007 09:57:22,04/04/2007 10:10:02,760,12.666667,0.21111111,9,10
134356,134356,4079,12630,257819,6,8.304226511829594,04/04/2007 07:22:11,04/04/2007 07:45:13,1382,23.033333,0.38388887,7,7
134415,134415,4080,12634,257966,11,16.08032231304382,04/04/2007 05:37:50,04/04/2007 06:55:42,4672,77.86667,1.2977778,5,6
134416,134416,4081,12635,257966,6,3.539795204652598,04/04/2007 08:12:14,04/04/2007 08:38:08,1554,25.9,0.43166667,8,8
134438,134438,4082,12637,258043,5,5.7039590924903285,04/04/2007 06:20:25,04/04/2007 06:41:29,1264,21.066668,0.3511111,6,6
134449,134449,4083,12639,258054,22,18.632057547184,04/04/2007 09:06:34,04/04/2007 10:53:04,6390,106.5,1.775,9,10
134454,134454,4084,12640,258072,49,18.56003031774609,04/04/2007 07:59:41,04/04/2007 08:26:01,1580,26.333334,0.4388889,7,8
134455,134455,4085,12641,258072,85,18.3845153785788,04/04/2007 10:07:02,04/04/2007 10:53:19,2777,46.283333,0.7713889,10,10
134463,134463,4086,12642,258103,29,28.676395326544505,04/04/2007 10:04:17,04/04/2007 10:24:30,1213,20.216667,0.33694446,10,10
134564,134564,4087,12646,258223,10,8.001297956392678,04/04/2007 05:26:06,04/04/2007 05:55:32,1766,29.433332,0.49055555,5,5
134604,134604,4088,12649,258227,12,10.83525586029187,04/04/2007 07:07:22,04/04/2007 07:39:12,1910,31.833334,0.53055555,7,7
134726,134726,4089,12657,258338,7,10.874956475826998,04/04/2007 06:27:34,04/04/2007 06:55:15,1661,27.683332,0.4613889,6,6
134781,134781,4090,12660,258537,56,29.391097713675872,04/04/2007 08:15:08,04/04/2007 09:16:15,3667,61.116665,1.0186111,8,9
134796,134796,4091,12662,258586,8,9.379989079973466,04/04/2007 05:46:25,04/04/2007 06:43:13,3408,56.8,0.94666666,5,6
134818,134818,4092,12664,258780,4,3.2051774119211687,04/04/2007 08:30:56,04/04/2007 09:04:38,2022,33.7,0.56166667,8,9
134847,134847,4093,12670,259291,15,4.938707013993179,04/04/2007 09:47:54,04/04/2007 10:06:38,1124,18.733334,0.3122222,9,10
134927,134927,4094,12675,259320,32,18.53996905146953,04/04/2007 06:49:06,04/04/2007 07:35:50,2804,46.733334,0.7788889,6,7
134947,134947,4095,12677,259366,18,13.608176433803763,04/04/2007 09:17:31,04/04/2007 10:20:01,3750,62.5,1.0416666,9,10
134985,134985,4096,12680,259416,4,3.243493424706604,04/04/2007 08:48:24,04/04/2007 09:00:18,714,11.9,0.19833332,8,9
135029,135029,4097,12683,259419,18,22.700923435078344,04/04/2007 06:14:58,04/04/2007 07:58:48,6230,103.833336,1.7305557,6,7
135030,135030,4098,12684,259419,13,15.527947735975994,04/04/2007 09:14:17,04/04/2007 10:24:26,4209,70.15,1.1691667,9,10
135049,135049,4099,12688,259420,16,5.300372277941569,04/04/2007 05:34:51,04/04/2007 05:47:27,756,12.6,0.21000001,5,5
135050,135050,4100,12689,259420,30,10.990525739018846,04/04/2007 08:52:50,04/04/2007 09:44:53,3123,52.05,0.8675,8,9
135075,135075,4101,12691,259436,4,3.9688966199050744,04/04/2007 05:44:04,04/04/2007 06:01:53,1069,17.816668,0.29694447,5,6
135084,135084,4102,12692,259437,101,36.02975152159134,04/04/2007 06:28:04,04/04/2007 08:11:42,6218,103.63333,1.7272222,6,8
135095,135095,4103,12693,259446,20,6.240645720892407,04/04/2007 06:30:38,04/04/2007 06:49:33,1135,18.916666,0.31527776,6,6
135135,135135,4104,12697,259474,6,5.215633375086455,04/04/2007 06:51:27,04/04/2007 07:29:14,2267,37.783333,0.62972224,6,7
135136,135136,4105,12698,259474,4,5.055441987638977,04/04/2007 09:30:14,04/04/2007 09:52:29,1335,22.25,0.37083334,9,9
135235,135235,4106,12704,259605,80,31.914079077048306,04/04/2007 05:22:49,04/04/2007 10:51:28,19719,328.65,5.4775,5,10
135278,135278,4107,12707,259741,52,27.32633608860689,04/04/2007 06:32:23,04/04/2007 07:30:24,3481,58.016666,0.96694446,6,7
135325,135325,4108,12711,259945,52,15.272532440412554,04/04/2007 07:03:34,04/04/2007 07:39:31,2157,35.95,0.5991667,7,7
135399,135399,4109,12715,259996,30,18.4811820234271,04/04/2007 05:03:37,04/04/2007 05:29:58,1581,26.35,0.43916667,5,5
135414,135414,4110,12717,259999,16,11.524175197225595,04/04/2007 06:11:26,04/04/2007 06:25:40,854,14.233334,0.23722222,6,6
135458,135458,4111,12720,260139,60,12.149546412890306,04/04/2007 07:21:42,04/04/2007 08:07:44,2762,46.033333,0.7672222,7,8
135466,135466,4112,12723,260202,52,22.955463585995833,04/04/2007 09:27:41,04/04/2007 09:57:43,1802,30.033333,0.5005556,9,9
135498,135498,4113,12726,260337,68,28.51803709700869,04/04/2007 06:54:17,04/04/2007 07:33:51,2374,39.566666,0.65944445,6,7
135499,135499,4114,12727,260337,53,28.098695174457166,04/04/2007 08:29:47,04/04/2007 08:58:04,1697,28.283333,0.47138888,8,8
135506,135506,4115,12728,260375,5,3.350844424778907,04/04/2007 05:26:58,04/04/2007 05:41:14,856,14.266666,0.23777777,5,5
135528,135528,4116,12730,260458,18,7.464995187471308,04/04/2007 08:06:32,04/04/2007 08:16:03,571,9.516666,0.1586111,8,8
135567,135567,4117,12733,260591,8,10.963185870805965,04/04/2007 06:27:27,04/04/2007 07:23:38,3371,56.183334,0.9363889,6,7
135568,135568,4118,12734,260591,6,6.2500331844518655,04/04/2007 09:09:23,04/04/2007 09:54:29,2706,45.1,0.75166667,9,9
135592,135592,4119,12739,260667,10,7.903109447941022,04/04/2007 08:35:49,04/04/2007 08:56:08,1219,20.316668,0.33861113,8,8
135593,135593,4120,12740,260667,16,13.681918946498689,04/04/2007 09:40:13,04/04/2007 10:39:55,3582,59.7,0.995,9,10
135673,135673,4121,12746,260737,18,4.646059120135675,04/04/2007 06:52:14,04/04/2007 07:18:55,1601,26.683332,0.4447222,6,7
135674,135674,4122,12747,260737,10,8.14183912806671,04/04/2007 08:05:50,04/04/2007 09:21:15,4525,75.416664,1.2569444,8,9
135704,135704,4123,12752,260760,29,14.780354894631403,04/04/2007 08:02:15,04/04/2007 08:27:00,1485,24.75,0.4125,8,8
135780,135780,4124,12757,260814,7,5.143457617509106,04/04/2007 06:59:54,04/04/2007 07:35:14,2120,35.333332,0.5888889,6,7
135795,135795,4125,12759,260827,23,3.6117380304129063,04/04/2007 05:49:52,04/04/2007 06:02:21,749,12.483334,0.20805556,5,6
135831,135831,4126,12762,260869,5,6.190693978293514,04/04/2007 05:19:22,04/04/2007 05:37:45,1103,18.383333,0.30638888,5,5
135854,135854,4127,12766,260889,34,12.903265189719157,04/04/2007 05:13:13,04/04/2007 05:43:10,1797,29.95,0.49916667,5,5
135938,135938,4128,12773,260941,9,8.932227849123626,04/04/2007 07:51:13,04/04/2007 07:58:21,428,7.133333,0.118888885,7,7
135939,135939,4129,12774,260941,32,15.662837353659102,04/04/2007 08:49:52,04/04/2007 09:53:37,3825,63.75,1.0625,8,9
135940,135940,4130,12775,260941,27,25.237767060984353,04/04/2007 10:34:31,04/04/2007 10:52:34,1083,18.05,0.3008333,10,10
135989,135989,4131,12781,260959,4,3.729866573241942,04/04/2007 06:37:23,04/04/2007 06:50:57,814,13.566667,0.22611111,6,6
136011,136011,4132,12782,261173,21,14.873222756125084,04/04/2007 05:09:53,04/04/2007 05:42:34,1961,32.683334,0.54472226,5,5
136021,136021,4133,12784,261181,57,23.96089178766839,04/04/2007 05:24:33,04/04/2007 05:55:25,1852,30.866667,0.5144445,5,5
136185,136185,4134,12795,261283,7,5.677187711362156,04/04/2007 06:17:06,04/04/2007 06:58:17,2471,41.183334,0.6863889,6,6
136265,136265,4135,12801,261520,37,19.04076889490571,04/04/2007 06:54:13,04/04/2007 07:22:43,1710,28.5,0.475,6,7
136266,136266,4136,12802,261520,59,31.097445000900766,04/04/2007 09:09:09,04/04/2007 10:24:59,4550,75.833336,1.263889,9,10
136283,136283,4137,12803,261535,5,3.0037116940935897,04/04/2007 05:03:53,04/04/2007 05:26:34,1361,22.683332,0.37805554,5,5
136311,136311,4138,12805,261554,26,9.206095212570364,04/04/2007 05:02:01,04/04/2007 05:15:44,823,13.716666,0.2286111,5,5
136312,136312,4139,12806,261554,11,6.087669142436801,04/04/2007 08:44:06,04/04/2007 08:56:24,738,12.3,0.205,8,8
136339,136339,4140,12807,261560,10,6.698118107139118,04/04/2007 08:05:40,04/04/2007 09:10:52,3912,65.2,1.0866666,8,9
136360,136360,4141,12808,261566,23,12.209869921220092,04/04/2007 07:05:09,04/04/2007 07:35:13,1804,30.066668,0.50111115,7,7
136403,136403,4142,12811,261607,7,10.529886396137366,04/04/2007 08:42:04,04/04/2007 09:32:40,3036,50.6,0.8433333,8,9
136417,136417,4143,12814,261650,14,21.39672957824038,04/04/2007 05:06:37,04/04/2007 06:12:36,3959,65.98333,1.0997221,5,6
136469,136469,4144,12818,261674,5,5.218133791227106,04/04/2007 05:10:50,04/04/2007 05:19:28,518,8.633333,0.14388889,5,5
136489,136489,4145,12820,261701,7,8.587620556660298,04/04/2007 05:35:27,04/04/2007 06:06:50,1883,31.383333,0.52305555,5,6
136507,136507,4146,12822,261753,17,14.188630018902908,04/04/2007 07:56:58,04/04/2007 08:22:37,1539,25.65,0.42749998,7,8
136508,136508,4147,12823,261753,30,14.44737720382905,04/04/2007 09:44:56,04/04/2007 10:14:56,1800,30.0,0.5,9,10
136541,136541,4148,12825,261763,10,11.120308177103604,04/04/2007 06:46:42,04/04/2007 07:15:53,1751,29.183332,0.48638886,6,7
136651,136651,4149,12830,261946,77,45.88989593542655,04/04/2007 08:36:59,04/04/2007 10:50:04,7985,133.08333,2.2180555,8,10
136682,136682,4150,12832,261994,18,3.1631457537641223,04/04/2007 07:45:42,04/04/2007 07:54:56,554,9.233334,0.1538889,7,7
136733,136733,4151,12836,262008,8,11.060609089308265,04/04/2007 05:15:53,04/04/2007 05:48:19,1946,32.433334,0.5405556,5,5
136774,136774,4152,12841,262055,26,20.459938691853097,04/04/2007 08:59:45,04/04/2007 09:43:07,2602,43.366665,0.7227777,8,9
136848,136848,4153,12845,262195,50,45.30845833996744,04/04/2007 07:03:33,04/04/2007 10:36:22,12769,212.81667,3.5469444,7,10
136908,136908,4154,12851,262230,26,23.582071688348293,04/04/2007 05:02:29,04/04/2007 05:52:11,2982,49.7,0.8283333,5,5
136909,136909,4155,12852,262230,58,22.295549596370094,04/04/2007 06:25:56,04/04/2007 08:17:46,6710,111.833336,1.863889,6,8
136910,136910,4156,12853,262230,11,12.947119889446508,04/04/2007 08:50:21,04/04/2007 09:09:53,1172,19.533333,0.32555553,8,9
136911,136911,4157,12854,262230,38,22.161683545301162,04/04/2007 10:00:17,04/04/2007 10:43:49,2612,43.533333,0.72555554,10,10
136940,136940,4158,12857,262267,5,4.987190687426945,04/04/2007 05:14:41,04/04/2007 05:26:21,700,11.666667,0.19444445,5,5
136942,136942,4159,12858,262267,6,4.514952792468456,04/04/2007 08:14:52,04/04/2007 08:30:11,919,15.316667,0.25527778,8,8
137004,137004,4160,12860,262331,7,5.839524591602476,04/04/2007 06:46:57,04/04/2007 07:21:42,2085,34.75,0.57916665,6,7
137037,137037,4161,12864,262344,9,13.773004233745413,04/04/2007 08:03:54,04/04/2007 08:42:58,2344,39.066666,0.65111107,8,8
137038,137038,4162,12865,262344,13,14.6645956838757,04/04/2007 09:15:17,04/04/2007 10:04:55,2978,49.633335,0.8272222,9,10
137078,137078,4163,12871,262378,74,33.185633915870056,04/04/2007 07:00:37,04/04/2007 07:48:18,2861,47.683334,0.79472226,7,7
137089,137089,4164,12873,262382,6,8.900349007291776,04/04/2007 05:39:36,04/04/2007 06:31:41,3125,52.083332,0.8680555,5,6
137106,137106,4165,12875,262402,14,14.189489572150302,04/04/2007 07:05:13,04/04/2007 08:34:39,5366,89.433334,1.4905555,7,8
137144,137144,4166,12878,262425,42,20.038030817875153,04/04/2007 05:08:31,04/04/2007 05:35:03,1592,26.533333,0.4422222,5,5
137183,137183,4167,12883,262475,7,10.303455144957772,04/04/2007 05:25:29,04/04/2007 05:49:44,1455,24.25,0.40416667,5,5
137184,137184,4168,12884,262475,17,3.8044108705923816,04/04/2007 07:14:03,04/04/2007 07:50:45,2202,36.7,0.6116667,7,7
137202,137202,4169,12885,262482,60,17.77703100910723,04/04/2007 05:28:23,04/04/2007 06:11:43,2600,43.333332,0.7222222,5,6
137225,137225,4170,12889,262502,14,15.845442266213913,04/04/2007 08:01:19,04/04/2007 09:43:38,6139,102.316666,1.7052778,8,9
137238,137238,4171,12890,262507,6,6.66077865787869,04/04/2007 06:50:53,04/04/2007 07:17:16,1583,26.383333,0.4397222,6,7
137255,137255,4172,12893,262514,6,7.4116400030193015,04/04/2007 09:28:53,04/04/2007 09:55:58,1625,27.083334,0.4513889,9,9
137256,137256,4173,12894,262514,6,7.563652609003586,04/04/2007 10:27:37,04/04/2007 10:45:24,1067,17.783333,0.2963889,10,10
137265,137265,4174,12896,262521,9,5.081820818053341,04/04/2007 06:17:05,04/04/2007 06:48:56,1911,31.85,0.53083336,6,6
137351,137351,4175,12901,262584,62,18.27453932858806,04/04/2007 05:58:34,04/04/2007 06:35:33,2219,36.983334,0.6163889,5,6
137352,137352,4176,12902,262584,30,21.296930657916075,04/04/2007 08:06:26,04/04/2007 08:26:53,1227,20.45,0.34083334,8,8
137362,137362,4177,12904,262595,60,27.298215819211833,04/04/2007 09:02:15,04/04/2007 09:34:50,1955,32.583332,0.54305553,9,9
137375,137375,4178,12905,262611,8,5.196637723974051,04/04/2007 07:28:11,04/04/2007 08:32:50,3879,64.65,1.0775,7,8
137405,137405,4179,12909,262624,87,23.25610693762955,04/04/2007 09:44:47,04/04/2007 10:32:12,2845,47.416668,0.7902778,9,10
137420,137420,4180,12913,262636,51,20.3556092144744,04/04/2007 09:01:35,04/04/2007 09:29:28,1673,27.883333,0.46472222,9,9
137422,137422,4181,12915,262638,37,15.891298075542,04/04/2007 05:07:13,04/04/2007 05:27:24,1211,20.183332,0.3363889,5,5
137436,137436,4182,12916,262685,21,5.930737459889132,04/04/2007 05:58:35,04/04/2007 06:24:59,1584,26.4,0.44,5,6
137474,137474,4183,12921,262801,97,18.791477577144487,04/04/2007 07:55:40,04/04/2007 08:49:37,3237,53.95,0.8991667,7,8
137485,137485,4184,12925,262818,88,22.76970887325837,04/04/2007 07:01:57,04/04/2007 07:50:03,2886,48.1,0.8016666,7,7
137497,137497,4185,12929,262834,103,34.40188613196268,04/04/2007 07:13:01,04/04/2007 08:38:00,5099,84.98333,1.4163889,7,8
137529,137529,4186,12935,262865,61,21.653745381090875,04/04/2007 07:53:37,04/04/2007 08:26:39,1982,33.033333,0.5505555,7,8
137589,137589,4187,12947,263109,30,6.3440649866444545,04/04/2007 07:38:43,04/04/2007 08:03:09,1466,24.433332,0.4072222,7,8
137590,137590,4188,12948,263109,70,19.333194637597003,04/04/2007 08:59:07,04/04/2007 09:51:56,3169,52.816666,0.88027775,8,9
137603,137603,4189,12951,263111,7,10.165230117812825,04/04/2007 05:19:12,04/04/2007 05:56:36,2244,37.4,0.62333333,5,5
137613,137613,4190,12953,263122,38,13.075258055438407,04/04/2007 06:54:31,04/04/2007 07:58:05,3814,63.566666,1.0594444,6,7
137628,137628,4191,12955,263129,24,6.4687470446629565,04/04/2007 09:19:29,04/04/2007 10:13:38,3249,54.15,0.90250003,9,10
137669,137669,4192,12962,263159,20,16.410231588099812,04/04/2007 06:32:10,04/04/2007 06:57:39,1529,25.483334,0.42472222,6,6
137670,137670,4193,12963,263159,20,10.704698563849185,04/04/2007 09:44:13,04/04/2007 09:54:28,615,10.25,0.17083333,9,9
137671,137671,4194,12964,263159,10,12.019908637708186,04/04/2007 10:25:46,04/04/2007 10:39:10,804,13.4,0.22333333,10,10
137702,137702,4195,12965,263216,7,7.606076024607069,04/04/2007 05:24:24,04/04/2007 05:58:57,2073,34.55,0.5758333,5,5
137772,137772,4196,12972,263298,26,8.663420442581872,04/04/2007 09:17:15,04/04/2007 09:31:01,826,13.766666,0.22944444,9,9
137807,137807,4197,12976,263353,23,11.282808393738412,04/04/2007 09:22:08,04/04/2007 09:40:19,1091,18.183332,0.30305555,9,9
137839,137839,4198,12980,263446,4,4.218616888493951,04/04/2007 06:30:49,04/04/2007 06:48:41,1072,17.866667,0.29777777,6,6
137858,137858,4199,12983,263467,5,6.100052614085872,04/04/2007 06:55:55,04/04/2007 07:27:23,1888,31.466667,0.52444446,6,7
137875,137875,4200,12986,263517,5,3.4586708832507256,04/04/2007 06:34:50,04/04/2007 07:02:35,1665,27.75,0.4625,6,7
