id,Name,trN,trN,Entity ID,Number of positions,Track length,Start time,End time,Duration (second),Duration (minutes),Duration (hours),Hour (start),Hour (end)
6537,6537,208,664,40118,12,4.206954569797683,04/04/2007 07:15:11,04/04/2007 07:32:34,1043,17.383333,0.28972223,7,7
6548,6548,209,666,40151,72,19.198921441264414,04/04/2007 08:47:10,04/04/2007 09:25:00,2270,37.833332,0.6305555,8,9
6556,6556,210,668,40167,17,10.239702093582942,04/04/2007 06:36:36,04/04/2007 06:59:08,1352,22.533333,0.37555555,6,6
6558,6558,211,670,40170,79,15.24495763720624,04/04/2007 06:17:20,04/04/2007 07:27:22,4202,70.03333,1.1672223,6,7
6561,6561,212,672,40194,31,9.359360709294005,04/04/2007 07:39:50,04/04/2007 08:15:28,2138,35.633335,0.59388894,7,8
6562,6562,213,673,40194,11,8.932988151738616,04/04/2007 08:48:41,04/04/2007 09:53:41,3900,65.0,1.0833334,8,9
6571,6571,214,678,40211,17,17.479059311362732,04/04/2007 05:45:05,04/04/2007 06:25:04,2399,39.983334,0.66638887,5,6
6577,6577,215,679,40212,36,10.857198377672425,04/04/2007 09:30:26,04/04/2007 10:02:22,1916,31.933332,0.5322222,9,10
6599,6599,216,685,40270,23,10.548360395609876,04/04/2007 09:35:19,04/04/2007 09:47:31,732,12.2,0.20333333,9,9
6613,6613,217,687,40273,33,22.46457745644703,04/04/2007 06:55:55,04/04/2007 10:10:52,11697,194.95,3.2491667,6,10
6679,6679,218,691,40393,53,17.830717837859968,04/04/2007 05:05:21,04/04/2007 05:34:26,1745,29.083334,0.48472223,5,5
6680,6680,219,692,40393,33,8.574667304240403,04/04/2007 07:46:56,04/04/2007 08:12:53,1557,25.95,0.4325,7,8
6712,6712,220,696,40549,16,11.466122759072856,04/04/2007 05:07:59,04/04/2007 05:39:16,1877,31.283333,0.5213889,5,5
6730,6730,221,698,40576,35,8.887051703516502,04/04/2007 07:53:01,04/04/2007 08:24:40,1899,31.65,0.5275,7,8
6745,6745,222,700,40586,12,4.751377100366315,04/04/2007 06:49:45,04/04/2007 07:03:18,813,13.55,0.22583334,6,7
6824,6824,223,706,40701,18,12.054517882734777,04/04/2007 05:38:46,04/04/2007 05:57:27,1121,18.683332,0.31138888,5,5
6847,6847,224,708,40715,7,8.263094480092635,04/04/2007 07:29:31,04/04/2007 07:51:10,1299,21.65,0.36083332,7,7
6911,6911,225,713,40800,30,23.193402751692187,04/04/2007 07:51:37,04/04/2007 09:53:39,7322,122.03333,2.0338888,7,9
6917,6917,226,714,40840,15,16.364228659945642,04/04/2007 08:23:28,04/04/2007 09:28:38,3910,65.166664,1.0861111,8,9
6935,6935,227,718,40844,9,6.937637593324233,04/04/2007 06:37:33,04/04/2007 07:37:27,3594,59.9,0.99833333,6,7
6936,6936,228,719,40844,31,25.506634891739218,04/04/2007 08:22:28,04/04/2007 10:55:36,9188,153.13333,2.5522223,8,10
6966,6966,229,722,40845,3,3.056761240168365,04/04/2007 06:46:28,04/04/2007 06:55:27,539,8.983334,0.14972223,6,6
6967,6967,230,723,40845,3,3.268812510508142,04/04/2007 08:06:36,04/04/2007 08:13:04,388,6.4666667,0.10777778,8,8
7008,7008,231,728,40869,10,7.035823179515869,04/04/2007 06:05:39,04/04/2007 06:42:53,2234,37.233334,0.6205556,6,6
7082,7082,232,737,40902,3,3.590036962802965,04/04/2007 07:42:55,04/04/2007 07:57:52,897,14.95,0.24916667,7,7
7102,7102,233,742,40910,13,18.691452855026554,04/04/2007 07:01:32,04/04/2007 07:57:52,3380,56.333332,0.93888885,7,7
7166,7166,234,745,40984,9,7.63669683968029,04/04/2007 09:24:34,04/04/2007 10:05:21,2447,40.783333,0.6797222,9,10
7201,7201,235,746,41025,8,13.199741268140832,04/04/2007 06:29:59,04/04/2007 06:43:59,840,14.0,0.23333333,6,6
7216,7216,236,748,41042,7,4.3092197212117265,04/04/2007 06:38:17,04/04/2007 07:00:44,1347,22.45,0.37416667,6,7
7280,7280,237,754,41109,3,3.7796940656344873,04/04/2007 07:38:20,04/04/2007 07:41:23,183,3.05,0.050833333,7,7
7307,7307,238,755,41191,7,8.483688622983951,04/04/2007 06:35:53,04/04/2007 07:26:46,3053,50.883335,0.8480556,6,7
7373,7373,239,761,41358,8,9.9084845030631,04/04/2007 09:24:37,04/04/2007 10:09:16,2679,44.65,0.7441667,9,10
7441,7441,240,768,41565,7,3.061570762026883,04/04/2007 08:05:19,04/04/2007 08:37:30,1931,32.183334,0.53638893,8,8
7465,7465,241,770,41620,17,13.866901849868395,04/04/2007 06:33:50,04/04/2007 09:00:49,8819,146.98334,2.4497223,6,9
7493,7493,242,773,41627,6,5.516402614036028,04/04/2007 08:37:55,04/04/2007 08:56:17,1102,18.366667,0.30611113,8,8
7494,7494,243,774,41627,3,3.7083693206950517,04/04/2007 10:32:43,04/04/2007 10:43:37,654,10.9,0.18166666,10,10
7523,7523,244,777,41671,8,3.7177585952195056,04/04/2007 08:19:49,04/04/2007 08:56:38,2209,36.816666,0.6136111,8,8
7524,7524,245,778,41671,13,11.246519426409442,04/04/2007 09:38:27,04/04/2007 10:48:26,4199,69.98333,1.1663889,9,10
7572,7572,246,782,41868,36,9.28471670744801,04/04/2007 06:31:00,04/04/2007 07:30:30,3570,59.5,0.9916667,6,7
7573,7573,247,783,41868,6,8.461189472188817,04/04/2007 09:34:59,04/04/2007 10:03:06,1687,28.116667,0.46861112,9,10
7647,7647,248,784,41892,50,20.776724800106628,04/04/2007 05:39:45,04/04/2007 06:28:16,2911,48.516666,0.8086111,5,6
7663,7663,249,786,41964,4,4.540241915395978,04/04/2007 06:42:49,04/04/2007 07:00:53,1084,18.066668,0.30111113,6,7
7675,7675,250,788,41986,5,7.731229875552996,04/04/2007 07:38:44,04/04/2007 07:49:09,625,10.416667,0.17361112,7,7
7680,7680,251,789,41993,26,5.632163684728601,04/04/2007 07:58:10,04/04/2007 08:11:24,794,13.233334,0.22055556,7,8
7695,7695,252,791,41997,15,15.541043930392327,04/04/2007 10:34:10,04/04/2007 10:52:00,1070,17.833334,0.29722223,10,10
7724,7724,253,792,42070,10,5.542556943794955,04/04/2007 08:58:18,04/04/2007 10:04:35,3977,66.28333,1.1047223,8,10
7748,7748,254,795,42076,37,23.09237556317044,04/04/2007 06:22:10,04/04/2007 06:59:40,2250,37.5,0.625,6,6
7773,7773,255,798,42086,4,3.8894479664221207,04/04/2007 08:12:17,04/04/2007 08:24:10,713,11.883333,0.19805555,8,8
7799,7799,256,805,42098,22,3.8118910435306947,04/04/2007 07:12:17,04/04/2007 07:24:24,727,12.116667,0.20194444,7,7
7830,7830,257,807,42114,116,25.67265670883411,04/04/2007 05:53:02,04/04/2007 07:08:09,4507,75.11667,1.2519444,5,7
7846,7846,258,809,42120,27,3.4154818790191888,04/04/2007 05:56:34,04/04/2007 06:10:56,862,14.366667,0.23944445,5,6
7882,7882,259,813,42165,4,3.6148230140020057,04/04/2007 09:44:37,04/04/2007 09:55:53,676,11.266666,0.18777777,9,9
7899,7899,260,817,42197,4,3.194785387323005,04/04/2007 10:32:03,04/04/2007 10:44:41,758,12.633333,0.21055555,10,10
7912,7912,261,818,42229,76,24.832639595556742,04/04/2007 06:30:46,04/04/2007 07:25:42,3296,54.933334,0.9155556,6,7
7932,7932,262,822,42297,33,8.49112150106443,04/04/2007 09:56:41,04/04/2007 10:13:41,1020,17.0,0.28333333,9,10
7947,7947,263,825,42311,32,8.245053329424087,04/04/2007 08:58:26,04/04/2007 09:22:05,1419,23.65,0.39416665,8,9
7968,7968,264,827,42317,8,10.995463416586963,04/04/2007 06:13:22,04/04/2007 07:12:04,3522,58.7,0.97833335,6,7
8002,8002,265,832,42384,3,6.385868104383782,04/04/2007 05:50:22,04/04/2007 06:08:28,1086,18.1,0.30166668,5,6
8034,8034,266,833,42435,44,13.98682671011474,04/04/2007 05:51:25,04/04/2007 06:39:12,2867,47.783333,0.79638886,5,6
8051,8051,267,835,42445,6,6.452063939389114,04/04/2007 05:00:53,04/04/2007 05:12:59,726,12.1,0.20166667,5,5
8052,8052,268,836,42445,5,6.4943373849438055,04/04/2007 06:35:30,04/04/2007 06:47:18,708,11.8,0.19666667,6,6
8053,8053,269,837,42445,5,5.631923746217119,04/04/2007 07:44:04,04/04/2007 07:55:22,678,11.3,0.18833333,7,7
8102,8102,270,840,42492,67,10.509888353743943,04/04/2007 06:15:28,04/04/2007 07:03:25,2877,47.95,0.7991667,6,7
8103,8103,271,841,42492,15,8.478230964105581,04/04/2007 10:23:54,04/04/2007 10:34:20,626,10.433333,0.17388889,10,10
8171,8171,272,845,42590,7,8.3244282482695,04/04/2007 06:29:33,04/04/2007 06:55:37,1564,26.066668,0.43444446,6,6
8198,8198,273,848,42639,5,5.591175793984084,04/04/2007 07:12:15,04/04/2007 07:41:50,1775,29.583334,0.49305555,7,7
8225,8225,274,850,42695,73,26.69688372619674,04/04/2007 06:53:32,04/04/2007 07:54:16,3644,60.733334,1.0122222,6,7
8248,8248,275,853,42716,9,9.208103398964113,04/04/2007 06:05:33,04/04/2007 06:29:51,1458,24.3,0.405,6,6
8266,8266,276,855,42723,4,4.988191025666975,04/04/2007 07:06:33,04/04/2007 07:31:38,1505,25.083334,0.41805556,7,7
8267,8267,277,856,42723,4,3.114953905823255,04/04/2007 08:32:41,04/04/2007 08:43:59,678,11.3,0.18833333,8,8
8268,8268,278,857,42723,7,7.36655857415124,04/04/2007 09:30:22,04/04/2007 10:14:58,2676,44.6,0.7433333,9,10
8289,8289,279,861,42724,4,5.002186706564409,04/04/2007 06:34:34,04/04/2007 06:52:22,1068,17.8,0.29666665,6,6
8303,8303,280,863,42744,8,6.772632965390078,04/04/2007 06:36:22,04/04/2007 07:01:06,1484,24.733334,0.41222224,6,7
8321,8321,281,865,42748,4,3.7516653901312607,04/04/2007 07:19:32,04/04/2007 07:25:35,363,6.05,0.100833334,7,7
8428,8428,282,879,42990,23,13.819555975223027,04/04/2007 06:55:44,04/04/2007 08:14:20,4716,78.6,1.31,6,8
8429,8429,283,880,42990,13,8.53799914442232,04/04/2007 08:50:30,04/04/2007 10:13:54,5004,83.4,1.39,8,10
8460,8460,284,884,43001,7,5.137317187880057,04/04/2007 05:46:36,04/04/2007 06:20:21,2025,33.75,0.5625,5,6
8478,8478,285,886,43063,23,13.3255778680421,04/04/2007 09:49:15,04/04/2007 10:00:49,694,11.566667,0.19277778,9,10
8487,8487,286,888,43104,14,6.138468688873715,04/04/2007 07:09:14,04/04/2007 07:29:53,1239,20.65,0.34416667,7,7
8614,8614,287,898,43339,8,10.312522741925282,04/04/2007 08:21:43,04/04/2007 09:01:49,2406,40.1,0.6683333,8,9
8645,8645,288,900,43344,7,5.602775852981201,04/04/2007 05:11:34,04/04/2007 05:40:10,1716,28.6,0.47666666,5,5
8646,8646,289,901,43344,59,30.99958238416039,04/04/2007 09:06:47,04/04/2007 09:44:40,2273,37.883335,0.6313889,9,9
8653,8653,290,903,43348,82,34.339681732790694,04/04/2007 06:20:15,04/04/2007 08:49:08,8933,148.88333,2.4813888,6,8
8708,8708,291,906,43413,9,5.367374048927138,04/04/2007 09:25:11,04/04/2007 10:24:38,3567,59.45,0.99083334,9,10
8799,8799,292,909,43528,23,14.593884125433716,04/04/2007 06:39:56,04/04/2007 07:25:31,2735,45.583332,0.7597222,6,7
8801,8801,293,910,43528,19,10.375692478925158,04/04/2007 09:43:08,04/04/2007 10:43:40,3632,60.533333,1.0088888,9,10
8824,8824,294,914,43533,13,12.905475819084494,04/04/2007 08:17:06,04/04/2007 09:02:44,2738,45.633335,0.76055557,8,9
8849,8849,295,916,43541,7,5.440153823396846,04/04/2007 08:15:24,04/04/2007 08:30:26,902,15.033334,0.25055557,8,8
8850,8850,296,917,43541,4,4.724139116341286,04/04/2007 10:11:35,04/04/2007 10:25:01,806,13.433333,0.22388889,10,10
8898,8898,297,925,43581,24,16.22147505421974,04/04/2007 08:03:18,04/04/2007 08:27:22,1444,24.066668,0.40111113,8,8
8899,8899,298,926,43581,33,11.54180415493063,04/04/2007 09:05:50,04/04/2007 09:56:19,3029,50.483334,0.8413889,9,9
8910,8910,299,927,43616,35,13.535760192188206,04/04/2007 06:52:58,04/04/2007 08:22:53,5395,89.916664,1.4986111,6,8
8921,8921,300,930,43629,82,17.12811282032109,04/04/2007 06:06:16,04/04/2007 06:50:07,2631,43.85,0.7308333,6,6
8922,8922,301,931,43629,55,16.27578611648473,04/04/2007 09:50:12,04/04/2007 10:20:23,1811,30.183332,0.5030555,9,10
8950,8950,302,933,43633,4,4.876134370539752,04/04/2007 06:42:02,04/04/2007 06:53:27,685,11.416667,0.19027779,6,6
8951,8951,303,934,43633,4,3.83943525217939,04/04/2007 10:35:27,04/04/2007 10:47:01,694,11.566667,0.19277778,10,10
9019,9019,304,942,43705,39,18.328501651919265,04/04/2007 05:02:17,04/04/2007 05:30:27,1690,28.166666,0.46944442,5,5
9109,9109,305,951,43775,9,9.586897679520089,04/04/2007 09:52:41,04/04/2007 10:24:53,1932,32.2,0.5366667,9,10
9145,9145,306,955,43795,16,21.09017142214274,04/04/2007 06:45:01,04/04/2007 08:11:30,5189,86.48333,1.4413888,6,8
9146,9146,307,956,43795,25,29.996195914861975,04/04/2007 08:43:34,04/04/2007 10:58:03,8069,134.48334,2.241389,8,10
9174,9174,308,961,43831,17,4.618935727923406,04/04/2007 06:39:37,04/04/2007 07:09:58,1821,30.35,0.5058333,6,7
9227,9227,309,964,43988,10,5.271651715599635,04/04/2007 07:21:55,04/04/2007 07:56:37,2082,34.7,0.5783333,7,7
9228,9228,310,965,43988,5,3.545790441618447,04/04/2007 09:08:43,04/04/2007 09:43:55,2112,35.2,0.5866667,9,9
9229,9229,311,966,43988,6,5.519464582198779,04/04/2007 10:24:14,04/04/2007 10:48:21,1447,24.116667,0.40194446,10,10
9268,9268,312,970,44105,6,6.665750327947087,04/04/2007 05:38:20,04/04/2007 06:13:14,2094,34.9,0.5816667,5,6
9269,9269,313,971,44105,20,12.454058671101317,04/04/2007 09:04:24,04/04/2007 10:20:57,4593,76.55,1.2758334,9,10
9284,9284,314,973,44179,15,6.13375212739636,04/04/2007 05:05:26,04/04/2007 05:28:40,1394,23.233334,0.38722223,5,5
9286,9286,315,975,44230,6,10.24913557311185,04/04/2007 06:03:36,04/04/2007 06:33:16,1780,29.666666,0.49444443,6,6
9345,9345,316,977,44461,45,16.617064420243672,04/04/2007 05:49:10,04/04/2007 06:30:47,2497,41.616665,0.6936111,5,6
9358,9358,317,979,44475,15,9.22549804036598,04/04/2007 05:18:43,04/04/2007 05:32:07,804,13.4,0.22333333,5,5
9402,9402,318,981,44489,6,3.6197641362195663,04/04/2007 09:44:06,04/04/2007 10:37:34,3208,53.466667,0.89111114,9,10
9443,9443,319,984,44517,84,16.022993841136437,04/04/2007 06:04:16,04/04/2007 06:49:02,2686,44.766666,0.7461111,6,6
9447,9447,320,986,44541,31,15.757102980333173,04/04/2007 05:32:15,04/04/2007 06:25:24,3189,53.15,0.8858334,5,6
9482,9482,321,990,44603,32,6.386249285568437,04/04/2007 07:39:28,04/04/2007 07:58:19,1131,18.85,0.31416667,7,7
9545,9545,322,998,44620,13,11.997767320862879,04/04/2007 09:08:08,04/04/2007 10:38:20,5412,90.2,1.5033333,9,10
9616,9616,323,1006,44715,7,4.827253995011894,04/04/2007 06:11:58,04/04/2007 06:28:41,1003,16.716667,0.27861112,6,6
9724,9724,324,1017,44871,12,11.448117961165625,04/04/2007 07:24:04,04/04/2007 08:15:02,3058,50.966667,0.84944445,7,8
9774,9774,325,1020,44961,5,4.019283217261641,04/04/2007 06:45:48,04/04/2007 07:24:00,2292,38.2,0.63666666,6,7
9803,9803,326,1023,44985,5,7.385038092155381,04/04/2007 05:38:36,04/04/2007 05:54:13,937,15.616667,0.26027778,5,5
9851,9851,327,1028,45082,7,9.40879633608141,04/04/2007 06:44:05,04/04/2007 07:25:17,2472,41.2,0.68666667,6,7
9852,9852,328,1029,45082,9,12.554138798655167,04/04/2007 08:33:14,04/04/2007 09:25:59,3165,52.75,0.87916666,8,9
9869,9869,329,1034,45099,12,11.044865403121314,04/04/2007 05:36:21,04/04/2007 06:05:22,1741,29.016666,0.4836111,5,6
9870,9870,330,1035,45099,36,15.761638865311914,04/04/2007 08:43:43,04/04/2007 09:36:25,3162,52.7,0.87833333,8,9
9913,9913,331,1040,45173,8,13.275439540581456,04/04/2007 07:14:21,04/04/2007 07:34:01,1180,19.666666,0.32777777,7,7
9963,9963,332,1046,45382,16,20.480724730932973,04/04/2007 08:35:31,04/04/2007 10:29:34,6843,114.05,1.9008334,8,10
10011,10011,333,1049,45632,8,14.783354105148085,04/04/2007 09:02:22,04/04/2007 09:32:55,1833,30.55,0.50916666,9,9
10042,10042,334,1051,45723,9,14.938511432072355,04/04/2007 06:26:08,04/04/2007 06:45:43,1175,19.583334,0.3263889,6,6
10069,10069,335,1054,45791,44,17.54446276318451,04/04/2007 07:30:44,04/04/2007 07:53:32,1368,22.8,0.38,7,7
10070,10070,336,1055,45791,31,18.19976390287819,04/04/2007 08:44:24,04/04/2007 09:00:20,956,15.933333,0.26555556,8,9
10080,10080,337,1056,45828,7,8.288693986472206,04/04/2007 08:19:05,04/04/2007 09:00:14,2469,41.15,0.68583333,8,9
10134,10134,338,1060,45856,86,23.074955160429298,04/04/2007 07:09:00,04/04/2007 07:58:56,2996,49.933334,0.8322222,7,7
10141,10141,339,1062,45858,8,14.248650917566168,04/04/2007 06:32:52,04/04/2007 07:29:13,3381,56.35,0.93916667,6,7
10171,10171,340,1067,45938,7,9.750661554319848,04/04/2007 08:56:43,04/04/2007 09:19:35,1372,22.866667,0.38111112,8,9
10434,10434,341,1082,46109,6,5.911852323112196,04/04/2007 08:21:07,04/04/2007 08:45:45,1478,24.633333,0.41055554,8,8
10461,10461,342,1083,46120,55,32.073728351096605,04/04/2007 08:41:27,04/04/2007 09:20:45,2358,39.3,0.655,8,9
10469,10469,343,1084,46264,71,18.982102908200122,04/04/2007 09:01:49,04/04/2007 09:39:10,2241,37.35,0.6225,9,9
10470,10470,344,1085,46264,32,13.626315759997041,04/04/2007 10:16:28,04/04/2007 10:33:10,1002,16.7,0.27833334,10,10
10508,10508,345,1087,46378,26,16.6184679955627,04/04/2007 06:49:58,04/04/2007 07:48:19,3501,58.35,0.97249997,6,7
10509,10509,346,1088,46378,48,35.21394561979221,04/04/2007 09:00:34,04/04/2007 10:42:58,6144,102.4,1.7066667,9,10
10649,10649,347,1099,46542,7,3.6626359590196205,04/04/2007 09:19:25,04/04/2007 09:50:14,1849,30.816668,0.51361114,9,9
10685,10685,348,1102,46563,20,9.762956125962543,04/04/2007 05:43:53,04/04/2007 06:09:39,1546,25.766666,0.42944443,5,6
10734,10734,349,1104,46596,3,3.584590995438621,04/04/2007 08:13:18,04/04/2007 08:24:31,673,11.216666,0.18694444,8,8
10735,10735,350,1105,46596,18,15.977881959069459,04/04/2007 09:27:59,04/04/2007 10:59:40,5501,91.683334,1.5280555,9,10
10756,10756,351,1106,46601,8,6.201460809677636,04/04/2007 05:02:32,04/04/2007 05:24:01,1289,21.483334,0.35805556,5,5
10813,10813,352,1111,46633,7,5.743381728179534,04/04/2007 06:24:46,04/04/2007 06:54:56,1810,30.166666,0.50277776,6,6
10826,10826,353,1113,46635,16,30.529662984232885,04/04/2007 10:19:15,04/04/2007 10:36:53,1058,17.633333,0.2938889,10,10
10831,10831,354,1114,46647,37,6.713391700413529,04/04/2007 06:31:52,04/04/2007 07:26:47,3295,54.916668,0.9152778,6,7
10864,10864,355,1117,47004,12,11.012154029097113,04/04/2007 08:15:20,04/04/2007 09:12:55,3455,57.583332,0.9597222,8,9
10865,10865,356,1118,47004,4,5.114645561544878,04/04/2007 09:45:02,04/04/2007 10:27:08,2526,42.1,0.70166665,9,10
10892,10892,357,1119,47040,3,3.244896458868015,04/04/2007 07:06:18,04/04/2007 07:19:06,768,12.8,0.21333334,7,7
10915,10915,358,1123,47177,10,12.207766968216522,04/04/2007 06:19:36,04/04/2007 07:04:17,2681,44.683334,0.74472225,6,7
10966,10966,359,1126,47330,7,5.73027849216013,04/04/2007 05:34:15,04/04/2007 06:12:27,2292,38.2,0.63666666,5,6
10967,10967,360,1127,47330,10,11.342595207691375,04/04/2007 08:08:58,04/04/2007 09:01:17,3139,52.316666,0.8719444,8,9
10968,10968,361,1128,47330,9,5.296086936610341,04/04/2007 10:05:57,04/04/2007 10:18:00,723,12.05,0.20083334,10,10
10972,10972,362,1129,47339,5,3.9651446065326015,04/04/2007 10:34:49,04/04/2007 10:51:03,974,16.233334,0.27055556,10,10
10992,10992,363,1130,47398,2,7.8406021041677505,04/04/2007 07:30:56,04/04/2007 07:41:22,626,10.433333,0.17388889,7,7
10993,10993,364,1131,47398,6,8.952663823131207,04/04/2007 09:02:46,04/04/2007 09:21:21,1115,18.583334,0.30972224,9,9
11019,11019,365,1132,47478,9,3.7611085780400964,04/04/2007 07:51:35,04/04/2007 08:09:04,1049,17.483334,0.2913889,7,8
11020,11020,366,1133,47478,16,4.585981696255545,04/04/2007 09:24:16,04/04/2007 09:36:25,729,12.15,0.2025,9,9
11104,11104,367,1138,47570,39,64.87965627568948,04/04/2007 08:00:35,04/04/2007 10:16:53,8178,136.3,2.2716668,8,10
11228,11228,368,1139,47603,4,3.7760780230960798,04/04/2007 10:43:25,04/04/2007 10:54:47,682,11.366667,0.18944445,10,10
11260,11260,369,1145,47633,16,30.076409405965506,04/04/2007 08:19:46,04/04/2007 08:57:48,2282,38.033333,0.6338889,8,8
11297,11297,370,1147,47656,9,6.1660025983717395,04/04/2007 08:31:37,04/04/2007 09:27:50,3373,56.216667,0.9369444,8,9
11319,11319,371,1149,47674,22,5.15424187833886,04/04/2007 07:20:46,04/04/2007 07:36:29,943,15.716666,0.26194444,7,7
11388,11388,372,1155,47751,5,4.741644990606656,04/04/2007 06:24:07,04/04/2007 07:00:46,2199,36.65,0.61083335,6,7
11448,11448,373,1159,47756,5,3.9536614040867444,04/04/2007 06:19:26,04/04/2007 07:03:06,2620,43.666668,0.7277778,6,7
11449,11449,374,1160,47756,5,3.876222341859237,04/04/2007 07:36:30,04/04/2007 07:42:33,363,6.05,0.100833334,7,7
11450,11450,375,1161,47756,6,3.0816650831731507,04/04/2007 08:21:09,04/04/2007 08:57:49,2200,36.666668,0.6111111,8,8
11451,11451,376,1162,47756,8,3.6613903717401706,04/04/2007 09:37:01,04/04/2007 10:14:50,2269,37.816666,0.63027775,9,10
11545,11545,377,1168,47819,181,83.573817011577,04/04/2007 05:18:50,04/04/2007 10:24:46,18356,305.93332,5.098889,5,10
11567,11567,378,1172,47830,9,5.124594767737786,04/04/2007 06:16:49,04/04/2007 06:36:52,1203,20.05,0.33416665,6,6
11595,11595,379,1175,47846,4,3.8927800198608224,04/04/2007 05:13:01,04/04/2007 05:29:18,977,16.283333,0.2713889,5,5
11616,11616,380,1177,47849,7,16.18927623121246,04/04/2007 05:51:13,04/04/2007 06:20:27,1754,29.233334,0.48722222,5,6
11636,11636,381,1179,48021,7,10.344008299482125,04/04/2007 05:59:47,04/04/2007 07:08:40,4133,68.88333,1.1480556,5,7
11653,11653,382,1181,48120,67,17.863557757571666,04/04/2007 07:23:14,04/04/2007 08:00:46,2252,37.533333,0.6255556,7,8
11699,11699,383,1184,48137,14,15.50897101998385,04/04/2007 06:24:53,04/04/2007 06:58:48,2035,33.916668,0.5652778,6,6
11722,11722,384,1185,48141,5,3.052155315043581,04/04/2007 06:24:17,04/04/2007 06:53:06,1729,28.816668,0.4802778,6,6
11838,11838,385,1196,48187,8,9.924790838432095,04/04/2007 05:12:57,04/04/2007 05:52:01,2344,39.066666,0.65111107,5,5
11859,11859,386,1199,48196,11,10.513368673526475,04/04/2007 06:30:28,04/04/2007 07:23:00,3152,52.533333,0.8755556,6,7
11860,11860,387,1200,48196,35,16.509736862808285,04/04/2007 07:54:37,04/04/2007 08:15:42,1265,21.083334,0.3513889,7,8
11921,11921,388,1203,48258,15,8.069442479064222,04/04/2007 05:10:52,04/04/2007 05:29:35,1123,18.716667,0.31194445,5,5
11953,11953,389,1205,48305,63,7.257177390588912,04/04/2007 06:05:51,04/04/2007 06:43:02,2231,37.183334,0.61972225,6,6
12091,12091,390,1213,48412,9,16.302140603942473,04/04/2007 07:34:37,04/04/2007 08:22:12,2855,47.583332,0.79305553,7,8
12120,12120,391,1215,48528,8,11.870790265056014,04/04/2007 05:14:22,04/04/2007 05:37:25,1383,23.05,0.38416666,5,5
12152,12152,392,1219,48557,7,10.664700142847252,04/04/2007 05:02:27,04/04/2007 05:22:49,1222,20.366667,0.33944446,5,5
12170,12170,393,1221,48561,7,8.452530540777564,04/04/2007 07:23:31,04/04/2007 08:05:25,2514,41.9,0.6983334,7,8
12187,12187,394,1222,48592,7,10.561247980377695,04/04/2007 05:02:38,04/04/2007 05:22:56,1218,20.3,0.3383333,5,5
12246,12246,395,1226,48770,56,10.453630950089535,04/04/2007 05:39:16,04/04/2007 06:34:40,3324,55.4,0.92333335,5,6
12314,12314,396,1231,48908,70,20.258419189619303,04/04/2007 06:18:34,04/04/2007 06:58:46,2412,40.2,0.67,6,6
12334,12334,397,1234,48955,29,10.591707907341991,04/04/2007 05:56:20,04/04/2007 06:22:09,1549,25.816668,0.4302778,5,6
12398,12398,398,1239,48993,8,8.86743148837383,04/04/2007 08:41:33,04/04/2007 09:34:19,3166,52.766666,0.8794444,8,9
12415,12415,399,1240,49009,28,4.958722279998777,04/04/2007 06:38:12,04/04/2007 07:19:27,2475,41.25,0.6875,6,7
12427,12427,400,1242,49024,10,8.781898573047194,04/04/2007 06:13:54,04/04/2007 07:04:04,3010,50.166668,0.8361111,6,7
